Millenium: Tabela Kursów Walut Obcych Banku Millennium S.A. (CHF)
* - Dewizy
** - Dewizy (produkty kredytowe firm):
        kursy wymiany walut obcych w złotych dla transakcji kredytowych zawartych z przedsiębiorcami:
            kredyty (poza kredytem w rachunku bieżącym), gwarancje bankowe, akredytywy dokumentowe, faktoring.
*** - Kurs waluty CHF do obsługi kredytów hipotecznych udzielonych we franku szwajcarskim przez Bank Millennium (CHH)

Data	Godzina	Dewizy Kupno*	Dewizy Sprzedaż*	Pieniądze Kupno	Pieniądze Sprzedaż	Dewizy Kupno**	Dewizy Sprzedaż**		Dewizy Kupno***	Dewizy Sprzedaż***
2007-08-31	08:23	2.2672	2.3694	2.2533	2.3927	0	0		-	-
2007-08-31	12:51	2.2672	2.3694	2.2533	2.3927	0	0		-	-
2007-09-03	08:05	2.2659	2.3681	2.252	2.3913	0	0		-	-
2007-09-03	12:18	2.2659	2.3681	2.252	2.3913	0	0		-	-
2007-09-04	07:57	2.2637	2.3658	2.2498	2.389	0	0		-	-
2007-09-04	13:24	2.2637	2.3658	2.2498	2.389	0	0		-	-
2007-09-05	08:04	2.2662	2.3684	2.2523	2.3916	0	0		-	-
2007-09-05	13:06	2.2662	2.3684	2.2523	2.3916	0	0		-	-
2007-09-06	07:51	2.2702	2.3726	2.2563	2.3958	0	0		-	-
2007-09-06	14:25	2.2702	2.3726	2.2563	2.3958	0	0		-	-
2007-09-07	07:59	2.264	2.3661	2.2501	2.3893	0	0		-	-
2007-09-07	12:32	2.264	2.3661	2.2501	2.3893	0	0		-	-
2007-09-10	07:55	2.2777	2.3804	2.2637	2.4037	0	0		-	-
2007-09-10	13:12	2.2777	2.3804	2.2637	2.4037	0	0		-	-
2007-09-11	07:50	2.26	2.3619	2.2461	2.3851	0	0		-	-
2007-09-11	12:27	2.26	2.3619	2.2461	2.3851	0	0		-	-
2007-09-12	07:59	2.2416	2.3427	2.2278	2.3657	0	0		-	-
2007-09-12	15:07	2.2416	2.3427	2.2278	2.3657	0	0		-	-
2007-09-13	08:09	2.2376	2.3385	2.2239	2.3614	0	0		-	-
2007-09-13	13:45	2.2376	2.3385	2.2239	2.3614	0	0		-	-
2007-09-13	14:28	2.2462	2.3475	2.2324	2.3705	0	0		-	-
2007-09-14	08:02	2.2423	2.3434	2.2285	2.3664	0	0		-	-
2007-09-14	13:06	2.2423	2.3434	2.2285	2.3664	0	0		-	-
2007-09-17	07:54	2.2385	2.3394	2.2248	2.3624	0	0		-	-
2007-09-17	12:44	2.2385	2.3394	2.2248	2.3624	0	0		-	-
2007-09-18	08:05	2.2456	2.3469	2.2318	2.3699	0	0		-	-
2007-09-18	12:51	2.2456	2.3469	2.2318	2.3699	0	0		-	-
2007-09-19	08:10	2.2299	2.3304	2.2162	2.3532	0	0		-	-
2007-09-19	12:31	2.2299	2.3304	2.2162	2.3532	0	0		-	-
2007-09-20	07:55	2.2265	2.3269	2.2128	2.3497	0	0		-	-
2007-09-20	12:34	2.2265	2.3269	2.2128	2.3497	0	0		-	-
2007-09-21	07:55	2.2315	2.3321	2.2178	2.355	0	0		-	-
2007-09-21	11:53	2.2315	2.3321	2.2178	2.355	0	0		-	-
2007-09-24	07:53	2.2224	2.3225	2.2087	2.3453	0	0		-	-
2007-09-24	13:33	2.2224	2.3225	2.2087	2.3453	0	0		-	-
2007-09-25	07:55	2.2242	2.3245	2.2106	2.3473	0	0		-	-
2007-09-25	13:47	2.2242	2.3245	2.2106	2.3473	0	0		-	-
2007-09-25	13:48	2.2242	2.3245	2.2106	2.3473	0	0		-	-
2007-09-26	07:58	2.231	2.3316	2.2173	2.3544	0	0		-	-
2007-09-26	12:40	2.231	2.3316	2.2173	2.3544	0	0		-	-
2007-09-27	08:27	2.2282	2.3286	2.2145	2.3515	0	0		-	-
2007-09-27	12:35	2.2282	2.3286	2.2145	2.3515	0	0		-	-
2007-09-28	08:04	2.2246	2.3249	2.2109	2.3477	0	0		-	-
2007-09-28	14:16	2.2246	2.3249	2.2109	2.3477	0	0		-	-
2007-10-01	08:04	2.21	2.3096	2.1964	2.3322	0	0		-	-
2007-10-01	12:36	2.21	2.3096	2.1964	2.3322	0	0		-	-
2007-10-01	15:31	2.2122	2.3119	2.1986	2.3346	0	0		-	-
2007-10-02	07:55	2.2073	2.3069	2.1938	2.3295	0	0		-	-
2007-10-02	12:02	2.2073	2.3069	2.1938	2.3295	0	0		-	-
2007-10-03	08:01	2.2112	2.3109	2.1976	2.3335	0	0		-	-
2007-10-03	18:40	2.2112	2.3109	2.1976	2.3335	0	0		-	-
2007-10-04	07:57	2.2164	2.3163	2.2028	2.339	0	0		-	-
2007-10-04	13:51	2.2164	2.3163	2.2028	2.339	0	0		-	-
2007-10-05	08:04	2.214	2.3138	2.2003	2.3364	0	0		-	-
2007-10-05	12:58	2.214	2.3138	2.2003	2.3364	0	0		-	-
2007-10-08	09:29	2.2054	2.3049	2.1919	2.3275	0	0		-	-
2007-10-08	12:24	2.2054	2.3049	2.1919	2.3275	0	0		-	-
2007-10-09	08:05	2.1999	2.299	2.1863	2.3216	0	0		-	-
2007-10-09	12:58	2.1999	2.299	2.1863	2.3216	0	0		-	-
2007-10-10	08:04	2.1894	2.2881	2.1759	2.3105	0	0		-	-
2007-10-10	12:14	2.1894	2.2881	2.1759	2.3105	0	0		-	-
2007-10-11	07:57	2.1886	2.2873	2.1752	2.3097	0	0		-	-
2007-10-11	09:49	2.1887	2.2874	2.1753	2.3098	0	0		-	-
2007-10-11	13:13	2.1887	2.2874	2.1753	2.3098	0	0		-	-
2007-10-12	08:16	2.1732	2.2711	2.1598	2.2934	0	0		-	-
2007-10-12	12:48	2.1732	2.2711	2.1598	2.2934	0	0		-	-
2007-10-15	08:11	2.1621	2.2596	2.1488	2.2817	0	0		-	-
2007-10-15	12:23	2.1621	2.2596	2.1488	2.2817	0	0		-	-
2007-10-16	08:02	2.1591	2.2564	2.1458	2.2785	0	0		-	-
2007-10-16	12:29	2.1591	2.2564	2.1458	2.2785	0	0		-	-
2007-10-17	08:14	2.1687	2.2665	2.1554	2.2887	0	0		-	-
2007-10-17	12:04	2.1687	2.2665	2.1554	2.2887	0	0		-	-
2007-10-18	07:57	2.1589	2.2563	2.1457	2.2784	0	0		-	-
2007-10-18	12:58	2.1589	2.2563	2.1457	2.2784	0	0		-	-
2007-10-19	08:06	2.157	2.2542	2.1437	2.2763	0	0		-	-
2007-10-19	13:01	2.157	2.2542	2.1437	2.2763	0	0		-	-
2007-10-19	13:10	2.1402	2.2367	2.127	2.2586	0	0		-	-
2007-10-22	07:55	2.1585	2.2558	2.1452	2.2779	0	0		-	-
2007-10-22	12:16	2.1585	2.2558	2.1452	2.2779	0	0		-	-
2007-10-22	13:55	2.168	2.2657	2.1546	2.2879	0	0		-	-
2007-10-23	07:57	2.1341	2.2303	2.121	2.2522	0	0		-	-
2007-10-23	13:55	2.1341	2.2303	2.121	2.2522	0	0		-	-
2007-10-24	08:13	2.1404	2.2369	2.1272	2.2588	0	0		-	-
2007-10-24	12:10	2.1404	2.2369	2.1272	2.2588	0	0		-	-
2007-10-25	08:10	2.1341	2.2303	2.121	2.2522	0	0		-	-
2007-10-25	12:58	2.1341	2.2303	2.121	2.2522	0	0		-	-
2007-10-25	14:48	2.121	2.2166	2.108	2.2383	0	0		-	-
2007-10-25	15:06	2.1232	2.219	2.1102	2.2407	0	0		-	-
2007-10-26	08:03	2.1203	2.2159	2.1073	2.2377	0	0		-	-
2007-10-26	13:57	2.1203	2.2159	2.1073	2.2377	0	0		-	-
2007-10-29	08:02	2.1077	2.2027	2.0947	2.2243	0	0		-	-
2007-10-29	12:51	2.1077	2.2027	2.0947	2.2243	0	0		-	-
2007-10-30	08:00	2.1072	2.2022	2.0943	2.2238	0	0		-	-
2007-10-30	13:15	2.1072	2.2022	2.0943	2.2238	0	0		-	-
2007-10-31	08:11	2.1214	2.217	2.1084	2.2388	0	0		-	-
2007-10-31	12:44	2.1214	2.217	2.1084	2.2388	0	0		-	-
2007-11-02	07:57	2.1375	2.2338	2.1243	2.2557	0	0		-	-
2007-11-02	14:51	2.1375	2.2338	2.1243	2.2557	0	0		-	-
2007-11-05	08:03	2.128	2.224	2.1149	2.2458	0	0		-	-
2007-11-05	12:09	2.128	2.224	2.1149	2.2458	0	0		-	-
2007-11-06	08:13	2.1306	2.2266	2.1175	2.2485	0	0		-	-
2007-11-06	12:57	2.1306	2.2266	2.1175	2.2485	0	0		-	-
2007-11-07	08:00	2.1253	2.2211	2.1123	2.2429	0	0		-	-
2007-11-07	12:32	2.1253	2.2211	2.1123	2.2429	0	0		-	-
2007-11-08	08:12	2.1482	2.2451	2.135	2.2671	0	0		-	-
2007-11-08	12:09	2.1482	2.2451	2.135	2.2671	0	0		-	-
2007-11-09	07:55	2.145	2.2417	2.1318	2.2637	0	0		-	-
2007-11-09	12:11	2.145	2.2417	2.1318	2.2637	0	0		-	-
2007-11-12	07:55	2.1605	2.2579	2.1472	2.28	0	0		-	-
2007-11-12	12:46	2.1605	2.2579	2.1472	2.28	0	0		-	-
2007-11-13	08:05	2.1639	2.2615	2.1506	2.2836	0	0		-	-
2007-11-13	12:23	2.1639	2.2615	2.1506	2.2836	0	0		-	-
2007-11-14	08:19	2.1557	2.2528	2.1424	2.2749	0	0		-	-
2007-11-14	12:57	2.1557	2.2528	2.1424	2.2749	0	0		-	-
2007-11-15	08:17	2.1594	2.2568	2.1461	2.2789	0	0		-	-
2007-11-15	11:50	2.1775	2.2756	2.1641	2.2979	0	0		-	-
2007-11-15	13:25	2.1775	2.2756	2.1641	2.2979	0	0		-	-
2007-11-16	08:07	2.1758	2.2739	2.1625	2.2962	0	0		-	-
2007-11-16	12:46	2.1758	2.2739	2.1625	2.2962	0	0		-	-
2007-11-19	08:23	2.1866	2.2852	2.1732	2.3076	0	0		-	-
2007-11-19	12:10	2.1866	2.2852	2.1732	2.3076	0	0		-	-
2007-11-20	10:24	2.195	2.294	2.1815	2.3165	0	0		-	-
2007-11-20	12:54	2.195	2.294	2.1815	2.3165	0	0		-	-
2007-11-21	08:07	2.1895	2.2882	2.176	2.3106	0	0		-	-
2007-11-21	12:47	2.1895	2.2882	2.176	2.3106	0	0		-	-
2007-11-22	08:14	2.2009	2.3001	2.1873	2.3226	0	0		-	-
2007-11-22	16:34	2.2009	2.3001	2.1873	2.3226	0	0		-	-
2007-11-23	08:15	2.2053	2.3047	2.1917	2.3273	0	0		-	-
2007-11-23	18:25	2.2053	2.3047	2.1917	2.3273	0	0		-	-
2007-11-26	08:18	2.1922	2.2911	2.1788	2.3135	0	0		-	-
2007-11-26	14:02	2.1922	2.2911	2.1788	2.3135	0	0		-	-
2007-11-27	08:00	2.2045	2.3039	2.1909	2.3265	0	0		-	-
2007-11-27	13:16	2.2045	2.3039	2.1909	2.3265	0	0		-	-
2007-11-28	08:25	2.188	2.2866	2.1745	2.3091	0	0		-	-
2007-11-28	12:29	2.188	2.2866	2.1745	2.3091	0	0		-	-
2007-11-28	13:37	2.1681	2.2659	2.1548	2.2881	0	0		-	-
2007-11-29	08:20	2.1553	2.2525	2.1421	2.2745	0	0		-	-
2007-11-29	12:40	2.1553	2.2525	2.1421	2.2745	0	0		-	-
2007-11-30	08:30	2.1484	2.2453	2.1352	2.2673	0	0		-	-
2007-11-30	13:01	2.1484	2.2453	2.1352	2.2673	0	0		-	-
2007-12-03	08:27	2.1291	2.2251	2.116	2.2469	0	0		-	-
2007-12-03	12:45	2.1291	2.2251	2.116	2.2469	0	0		-	-
2007-12-03	16:03	2.1335	2.2297	2.1204	2.2516	0	0		-	-
2007-12-04	08:04	2.1316	2.2277	2.1185	2.2496	0	0		-	-
2007-12-04	12:47	2.1316	2.2277	2.1185	2.2496	0	0		-	-
2007-12-05	08:03	2.123	2.2187	2.1099	2.2404	0	0		-	-
2007-12-05	12:53	2.123	2.2187	2.1099	2.2404	0	0		-	-
2007-12-05	13:45	2.1342	2.2304	2.1211	2.2523	0	0		-	-
2007-12-06	07:57	2.1217	2.2174	2.1087	2.2391	0	0		-	-
2007-12-06	12:36	2.1217	2.2174	2.1087	2.2391	0	0		-	-
2007-12-07	08:01	2.1132	2.2085	2.1002	2.2302	0	0		-	-
2007-12-07	14:04	2.1132	2.2085	2.1002	2.2302	0	0		-	-
2007-12-10	07:56	2.1124	2.2077	2.0994	2.2293	0	0		-	-
2007-12-10	13:18	2.1124	2.2077	2.0994	2.2293	0	0		-	-
2007-12-11	08:05	2.0985	2.1931	2.0856	2.2146	0	0		-	-
2007-12-11	13:25	2.0985	2.1931	2.0856	2.2146	0	0		-	-
2007-12-12	07:58	2.1092	2.2043	2.0962	2.2259	0	0		-	-
2007-12-12	12:39	2.1092	2.2043	2.0962	2.2259	0	0		-	-
2007-12-13	08:04	2.0936	2.188	2.0808	2.2095	0	0		-	-
2007-12-13	11:52	2.0971	2.1917	2.0842	2.2132	0	0		-	-
2007-12-13	12:04	2.0968	2.1914	2.0839	2.2128	0	0		-	-
2007-12-13	13:48	2.0968	2.1914	2.0839	2.2128	0	0		-	-
2007-12-14	08:03	2.1019	2.1966	2.089	2.2182	0	0		-	-
2007-12-14	11:55	2.1149	2.2103	2.1019	2.2319	0	0		-	-
2007-12-14	13:16	2.1149	2.2103	2.1019	2.2319	0	0		-	-
2007-12-17	08:06	2.1217	2.2174	2.1087	2.2391	0	0		-	-
2007-12-17	15:57	2.1217	2.2174	2.1087	2.2391	0	0		-	-
2007-12-18	07:56	2.1326	2.2287	2.1195	2.2506	0	0		-	-
2007-12-18	12:33	2.1326	2.2287	2.1195	2.2506	0	0		-	-
2007-12-19	08:06	2.1202	2.2157	2.1071	2.2375	0	0		-	-
2007-12-19	13:09	2.1202	2.2157	2.1071	2.2375	0	0		-	-
2007-12-20	07:48	2.1274	2.2233	2.1143	2.2451	0	0		-	-
2007-12-20	12:26	2.1274	2.2233	2.1143	2.2451	0	0		-	-
2007-12-21	07:58	2.126	2.2219	2.113	2.2437	0	0		-	-
2007-12-21	13:17	2.126	2.2219	2.113	2.2437	0	0		-	-
2007-12-24	08:11	2.124	2.2198	2.1109	2.2415	0	0		-	-
2007-12-24	12:04	2.124	2.2198	2.1109	2.2415	0	0		-	-
2007-12-27	08:08	2.1132	2.2085	2.1002	2.2301	0	0		-	-
2007-12-27	15:38	2.1132	2.2085	2.1002	2.2301	0	0		-	-
2007-12-28	08:17	2.1184	2.2139	2.1054	2.2356	0	0		-	-
2007-12-28	13:54	2.1184	2.2139	2.1054	2.2356	0	0		-	-
2007-12-31	08:27	2.121	2.2166	2.108	2.2384	0	0		-	-
2007-12-31	14:05	2.121	2.2166	2.108	2.2384	0	0		-	-
2008-01-02	08:27	2.0968	2.1914	2.0839	2.2128	0	0		-	-
2008-01-02	09:02	2.1201	2.2156	2.107	2.2374	0	0		-	-
2008-01-02	14:47	2.1201	2.2156	2.107	2.2374	0	0		-	-
2008-01-03	09:12	2.1426	2.2392	2.1294	2.2611	0	0		-	-
2008-01-03	13:59	2.1426	2.2392	2.1294	2.2611	0	0		-	-
2008-01-04	08:00	2.1464	2.2431	2.1332	2.2651	0	0		-	-
2008-01-04	12:37	2.1464	2.2431	2.1332	2.2651	0	0		-	-
2008-01-07	08:00	2.1524	2.2494	2.1392	2.2715	0	0		-	-
2008-01-07	09:22	2.1538	2.2509	2.1406	2.273	0	0		-	-
2008-01-07	13:02	2.1538	2.2509	2.1406	2.273	0	0		-	-
2008-01-08	08:11	2.1436	2.2402	2.1304	2.2622	0	0		-	-
2008-01-08	15:01	2.1436	2.2402	2.1304	2.2622	0	0		-	-
2008-01-09	08:12	2.1397	2.2362	2.1266	2.2581	0	0		-	-
2008-01-09	12:49	2.1397	2.2362	2.1266	2.2581	0	0		-	-
2008-01-10	08:13	2.1449	2.2416	2.1317	2.2636	0	0		-	-
2008-01-10	14:51	2.1449	2.2416	2.1317	2.2636	0	0		-	-
2008-01-10	16:43	2.1449	2.2416	2.1317	2.2636	0	0		-	-
2008-01-11	08:18	2.151	2.248	2.1378	2.27	0	0		-	-
2008-01-11	12:55	2.151	2.248	2.1378	2.27	0	0		-	-
2008-01-14	08:03	2.1466	2.2434	2.1334	2.2654	0	0		-	-
2008-01-14	12:49	2.1466	2.2434	2.1334	2.2654	0	0		-	-
2008-01-15	07:57	2.1511	2.2481	2.1379	2.2701	0	0		-	-
2008-01-15	12:58	2.1511	2.2481	2.1379	2.2701	0	0		-	-
2008-01-16	08:05	2.1701	2.2679	2.1567	2.2902	0	0		-	-
2008-01-16	11:27	2.182	2.2803	2.1686	2.3027	0	0		-	-
2008-01-16	12:31	2.182	2.2803	2.1686	2.3027	0	0		-	-
2008-01-17	08:28	2.1737	2.2717	2.1604	2.294	0	0		-	-
2008-01-17	12:58	2.1737	2.2717	2.1604	2.294	0	0		-	-
2008-01-18	08:12	2.1795	2.2778	2.1661	2.3001	0	0		-	-
2008-01-18	13:22	2.1795	2.2778	2.1661	2.3001	0	0		-	-
2008-01-21	08:31	2.2059	2.3123	2.1957	2.3316	0	0		-	-
2008-01-21	12:22	2.2292	2.3367	2.2189	2.3562	0	0		-	-
2008-01-21	12:26	2.2292	2.3367	2.2189	2.3562	0	0		-	-
2008-01-22	08:12	2.2282	2.3357	2.2179	2.3551	0	0		-	-
2008-01-22	12:35	2.2216	2.3288	2.2114	2.3482	0	0		-	-
2008-01-22	13:12	2.2216	2.3288	2.2114	2.3482	0	0		-	-
2008-01-23	08:02	2.2053	2.3116	2.1951	2.3308	0	0		-	-
2008-01-23	12:49	2.2053	2.3116	2.1951	2.3308	0	0		-	-
2008-01-23	14:51	2.2373	2.3452	2.227	2.3647	0	0		-	-
2008-01-24	08:03	2.2182	2.3252	2.2079	2.3445	0	0		-	-
2008-01-24	12:34	2.2182	2.3252	2.2079	2.3445	0	0		-	-
2008-01-24	12:37	2.2073	2.3137	2.1971	2.333	0	0		-	-
2008-01-25	07:59	2.1854	2.2908	2.1753	2.3098	0	0		-	-
2008-01-25	13:31	2.1854	2.2908	2.1753	2.3098	0	0		-	-
2008-01-28	07:59	2.1995	2.3056	2.1894	2.3248	0	0		-	-
2008-01-28	12:29	2.1995	2.3056	2.1894	2.3248	0	0		-	-
2008-01-29	08:15	2.1888	2.2943	2.1787	2.3134	0	0		-	-
2008-01-29	14:24	2.1888	2.2943	2.1787	2.3134	0	0		-	-
2008-01-30	08:11	2.1897	2.2953	2.1795	2.3144	0	0		-	-
2008-01-30	15:02	2.1897	2.2953	2.1795	2.3144	0	0		-	-
2008-01-31	08:00	2.1868	2.2922	2.1767	2.3113	0	0		-	-
2008-01-31	12:31	2.1868	2.2922	2.1767	2.3113	0	0		-	-
2008-01-31	14:44	2.1928	2.2985	2.1827	2.3177	0	0		-	-
2008-02-01	08:32	2.1819	2.2871	2.1718	2.3061	0	0		-	-
2008-02-01	12:06	2.1819	2.2871	2.1718	2.3061	0	0		-	-
2008-02-01	13:40	2.1796	2.2847	2.1695	2.3037	0	0		-	-
2008-02-04	08:01	2.1678	2.2724	2.1578	2.2913	0	0		-	-
2008-02-04	09:42	2.1486	2.2523	2.1387	2.271	0	0		-	-
2008-02-04	13:35	2.1486	2.2523	2.1387	2.271	0	0		-	-
2008-02-05	07:58	2.153	2.2569	2.1431	2.2757	0	0		-	-
